"TradingName","Address","PremisesUse","Ward","URL","lat","long","IssuedDate"
"New Taxin Thai Restaurant","79 Castellain Road London W9 1EU","Type - Restaurant","Maida Vale","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KH5ZR6RP13L00","51.52742437","-.19070843","2009-04-29 00:00:00"
"Bandstand Enclosure","Victoria Embankment Gardens Villiers Street London WC2N 6ND","Type - Park / Open Space","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J3BACERPZ8000","51.50790194","-.12262938","2006-09-21 00:00:00"
"Savoy Hotel","Savoy Hotel 1 Savoy Hill London WC2R 0BP","Type - Hotel, 4+ star or major chain","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LCCC1LRP10000","51.50995407","-.11993663","2011-01-20 00:00:00"
"New Young Cheng Restaurant","76-78 Shaftesbury Avenue London W1D 6NG","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=K5UL9YRP10200","51.51194240","-.13181644","2008-09-30 00:00:00"
"Cafe T.P.T.","21 Wardour Street London W1D 6PN","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J94X12RP3Q000","51.51105662","-.13209767","2007-02-28 00:00:00"
"PizzaExpress","29 Wardour Street London W1D 6PS","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MHHTTKRP1IC00","51.51123956","-.13229195","2013-03-02 00:00:00"
"HK Diner","22A Wardour Street London W1D 6QH","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J4R65URPBP000","51.51120480","-.13180338","2006-12-12 00:00:00"
"London Mews Hilton Hotel","Hilton Mews Hotel 2-6 Stanhope Row London W1J 7BS","Type - Hotel, 4+ star or major chain","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LOW0M2RP10000","51.50587506","-.14899601","2011-09-05 00:00:00"
"The Market Tavern","7 Shepherd Street London W1J 7HR","Type - Public house or pub restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=K4CZM4RP0ZS00","51.50614718","-.14686675","2008-10-14 00:00:00"
"Burger King (UK) Ltd","27 London Street London W2 1HH","Type - Takeaway food outlet","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=K14AD5RP10300","51.51591745","-.17467617","2008-10-27 00:00:00"
"Byron","103 Westbourne Grove London W2 4UW","Type - Restaurant","Bayswater","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MEG9OQRP1IC00","51.51511882","-.19337235","2013-11-26 00:00:00"
"Neds Noodle Bar","95 Westbourne Grove London W2 4UW","Type - Restaurant","Bayswater","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J3Q699RP1N000","51.51513169","-.19304035","2006-08-11 00:00:00"
"El Efes Restaurant","94 Bishop's Bridge Road London W2 5AA","Type - Restaurant","Bayswater","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J94L3IRPPQ000","51.51611549","-.18802898","2010-09-08 00:00:00"
"Royal Ballet School","46-47 Floral Street London WC2E 9DS","Type - College of Further Education","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KGYJTBRP13L00","51.51321672","-.12320355","2009-05-19 00:00:00"
"Flames","Ground Floor 17 Terminus Place London SW1V 1JR","Type - Cafe","Warwick","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=JC3Y1HRPWN000","51.49629492","-.14367908","2007-05-28 00:00:00"
"The Savanna","Unit 61 Main Concourse Victoria Station Terminus Place London SW1V 1JT","Type - Shop","Warwick","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KXKMFIRP19700","51.49498390","-.14436622","2010-04-29 00:00:00"
"Chilli Shaker Indian Cuisine","4 Denman Street London W1D 7HD","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J2PE49RPZ9000","51.51089787","-.13455408","2006-12-11 00:00:00"
"Whisky Mist @ Zeta","35 Hertford Street London W1J 7SD","Type - Night clubs and discos","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MZE4I7RP1FN00","51.50559089","-.14922367","2014-01-29 00:00:00"
"Yazu Sushi","Basement Part And Ground Floor 46 Curzon Street London W1J 7UH","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LZUDH3RP1DX00","51.50678967","-.14655248","2012-03-20 00:00:00"
"Sackville News","1 Sackville Street London W1S 3DA","Type - Shop","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=JIT5ZIRP0GD00","51.50911425","-.13775407","2007-05-29 00:00:00"
"Reubens Restaurant","79 Baker Street London W1U 6RG","Type - Restaurant","Marylebone High Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J7KZ2ERP9Q000","51.51982961","-.15687695","2006-12-18 00:00:00"
"Everyman Cinema","Ground Left 96-98 Baker Street London W1U 6TJ","Type - Cinema","Marylebone High Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=L4RXYGRP1CU00","51.52056223","-.15657350","2013-02-13 00:00:00"
"Medo Market","30-31 Leinster Terrace London W2 3ET","Type - Food store","Lancaster Gate","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KJVYEHRP13L00","51.51192551","-.18341061","2009-07-14 00:00:00"
"Otto Pizza","6 Chepstow Road London W2 5BP","Type - Restaurant","Bayswater","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LTRZB9RP1DX00","51.51554918","-.19504160","2011-12-08 00:00:00"
"Wallacespace","Second Floor And Third Floor 2 Dryden Street London WC2E 9NA","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LEWOUVRP10000","51.51481749","-.12264773","2011-04-06 00:00:00"
"BP Express","Wellington Road Service Station 21-41 Wellington Road London NW8 9SP","Type - Petrol filling station","Regent's Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=L9EESVRP1EH00","51.53225492","-.17224936","2010-11-30 00:00:00"
"White Horse & Bower Public House","86 Horseferry Road London SW1P 2EE","Type - Pub or pub restaurant with lodge","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LZ0RADRP1JX00","51.49504019","-.13092286","2012-05-16 00:00:00"
"Peter Stringfellows' Angels Soho","201-203 Wardour Street London W1F 8ZD","Type - Night clubs and discos","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=M16KGPRP1IC00","51.51569407","-.13588590","2012-06-21 00:00:00"
"Lingo Japanese Restaurant","Basement North And Ground Floor North 1 Lower John Street London W1F 9DT","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LXW19RRP1JX00","51.51100685","-.13688427","2012-06-08 00:00:00"
"Millennium Britannia Hotel","39-44 Grosvenor Square London W1K 2HP","Type - Hotel, 4+ star or major chain","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LM44P1RP10L00","51.51072808","-.15109071","2011-07-01 00:00:00"
"Thomas Goode Ltd","21 South Audley Street London W1K 2NX","Type - Shop","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J2C0NIRPBP000","51.50868604","-.15104368","2007-02-28 00:00:00"
"Cafe Meze","Ground Left Great Portland Street Station Great Portland Street London W1W 5PW","Type - Restaurant","Marylebone High Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J7A69NRPOP000","51.52379867","-.14397353","2006-10-18 00:00:00"
"Nando's","190 Great Portland Street London W1W 5QZ","Type - Restaurant","Marylebone High Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=M7GRZTRP1DX00","51.52170769","-.14310717","2012-10-04 00:00:00"
"The Prince Regent","The Prince Regent Grand Union Canal London W2 1WN","Type - Cafe","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=JDTK1WRPZN000","51.51958608","-.17928611","2007-06-26 00:00:00"
"The Marquis","51-52 Chandos Place London WC2N 4HS","Type - Public house or pub restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MEGOMFRP17S00","51.50977805","-.12579473","2013-01-11 00:00:00"
"Kamique Bar","Garrick House 63 - 66 St Martin's Lane London WC2N 4JS","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MI2DUERP1IC00","51.51139653","-.12691005","2013-08-21 00:00:00"
"Bella Italia","22 Leicester Square London","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MMH7UWRP0R000","51.51069732","-.12930217","2013-05-22 00:00:00"
"La Maison Rouge","Ground Front 65 Park Road London NW1 6XU","Type - Shop","Regent's Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J26Z01RP16000","51.52600385","-.16237964","2006-07-10 00:00:00"
"Westminster Kingsway College","76 Vincent Square London SW1P 2PD","Type - College of Further Education","Vincent Square","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=JD35XORPUQ000","51.49464049","-.13518903","2007-05-11 00:00:00"
"Chaijunt","24 Brewer Street London W1F 0SN","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MDJ9F1RP17S00","51.51227398","-.13456993","2013-01-17 00:00:00"
"Vapiano","84-86 Wardour Street London W1F 0TG","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MMUBQWRP1GC00","51.51335592","-.13361777","2013-07-30 00:00:00"
"Wardour News","Ground Floor 118-120 Wardour Street London W1F 0TU","Type - Shop","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J13UA8RPBP000","51.51412249","-.13432147","2006-11-09 00:00:00"
"Le Pain Quotidien","18 Great Marlborough Street London W1F 7HU","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MM4H5SRP0R000","51.51450445","-.13911962","2013-06-14 00:00:00"
"Europa Restaurant","Ground Floor 37 Albemarle Street London W1S 4JE","Type - Restaurant","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MZT3BSRP1GC00","51.50878462","-.14191777","2014-02-11 00:00:00"
"Thresher Wine Shop","12 Dover Street London W1S 4LL","Type - Shop","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KJ608ZRP10200","51.50823323","-.14173845","2010-02-23 00:00:00"
"Monocle Cafe","18 Chiltern Street London W1U 7QA","Type - Cafe","Marylebone High Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MJLJLTRP17S00","51.51876956","-.15465678","2013-05-23 00:00:00"
"The Ganges Restaurant","Basement And Ground Floor 101 Praed Street London W2 1NT","Type - Restaurant","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J39W6VRP4F000","51.51716129","-.17255095","2007-03-07 00:00:00"
"Satay House Restaurant","13 Sale Place London W2 1PX","Type - Restaurant","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J85MXURPVP000","51.51762660","-.16951993","2007-02-22 00:00:00"
"WTMS","121-141 Westbourne Terrace London W2 6JR","Type - Office","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=L6MWTURP0C200","51.51744053","-.18125981","2010-10-14 00:00:00"
"Maida Vale Tandoori","49 Chippenham Road London W9 2AH","Type - Restaurant","Harrow Road","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=JC2ASURPBP000","51.52517748","-.19721248","2007-05-20 00:00:00"
"The Cedar Cafe","65 Fernhead Road London W9 3EY","Type - Cafe","Harrow Road","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J068V9RPBP000","51.52818780","-.20117349","2006-10-27 00:00:00"
"Hippodrome Casino","The Hippodrome 10 - 14 Cranbourn Street London WC2H 7JH","Type - Casino or gambling club","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MV4DLPRP0R000","51.51147572","-.12905411","2013-11-06 00:00:00"
"Baiwei Restaurant","8 Little Newport Street London WC2H 7JJ","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MGGL8LRP1GC00","51.51185614","-.12922588","2013-09-18 00:00:00"
"The Grange Langham Court Hotel","31-35 Langham Street London W1W 6BU","Type - Hotel, 3 star or under","West End","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LFQIC2RP1EH00","51.51930577","-.14134546","2011-04-08 00:00:00"
"Colbeh","6 Porchester Place London W2 2BS","Type - Restaurant","Hyde Park","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=J8D1V0RPVP000","51.51488572","-.16503222","2007-02-12 00:00:00"
"Brown's Restaurant","82-84 St Martin's Lane London WC2N 4AG","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=LMVYIERP17S00","51.51129674","-.12741854","2011-07-18 00:00:00"
"Round Table Public House","26-27 St Martin's Court London WC2N 4AL","Type - Public house or pub restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=M4IW5JRP17S00","51.51091030","-.12799643","2012-08-20 00:00:00"
"Chipotle Mexican Grill","92-93 St Martin's Lane London WC2N 4AP","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MOL7ZJRP0R000","51.51080848","-.12725122","2013-08-05 00:00:00"
"Pepe Restaurant","57 St Martin's Lane London WC2N 4EA","Type - Restaurant","St James's","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MQ2YETRP17S00","51.51094628","-.12687087","2013-10-08 00:00:00"
"Ozz Restaurant","41 - 43 Lisson Grove London NW1 6UB","Type - Restaurant","Church Street","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=MXC1HARP1FN00","51.52248366","-.16556289","2013-12-19 00:00:00"
"St John & St Elizabeth Hospital","60 Grove End Road London NW8 9NH","Type - Private Hospitals and Clinics","Abbey Road","http://idoxpa.westminster.gov.uk/online-applications/licencingApplicationDetails.do?activeTab=summary&keyVal=KT771JRP19600","51.53348311","-.17547313","2009-12-15 00:00:00"
